ANÁLISIS COMPLETO DE RAÍCES DIGITALES - PRIMOS DE SOPHIE GERMAIN
Límite de búsqueda: 10000000
Total de primos encontrados: 56032
Fecha de análisis: 2025-07-30T12:26:03.856
================================================================================

TABLA COMPLETA DE RESULTADOS
----------------------------------------
p	2p+1	raíz(p)	raíz(2p+1)
754973	1509947	8	8
755081	1510163	8	8
755171	1510343	8	8
755213	1510427	5	2
755351	1510703	8	8
755399	1510799	2	5
755483	1510967	5	2
755663	1511327	5	2
755861	1511723	5	2
756011	1512023	2	5
756149	1512299	5	2
756191	1512383	2	5
756533	1513067	2	5
756683	1513367	8	8
756869	1513739	5	2
757019	1514039	2	5
757181	1514363	2	5
757433	1514867	2	5
757481	1514963	5	2
757709	1515419	8	8
757811	1515623	2	5
758003	1516007	5	2
758099	1516199	2	5
758273	1516547	5	2
758441	1516883	2	5
758519	1517039	8	8
758711	1517423	2	5
758753	1517507	8	8
758783	1517567	2	5
758819	1517639	2	5
758963	1517927	2	5
758969	1517939	8	8
759131	1518263	8	8
759179	1518359	2	5
759371	1518743	5	2
759431	1518863	2	5
759581	1519163	8	8
759641	1519283	5	2
759719	1519439	2	5
759833	1519667	8	8
759953	1519907	2	5
760079	1520159	2	5
760169	1520339	2	5
760211	1520423	8	8
760241	1520483	2	5
760289	1520579	5	2
760373	1520747	8	8
760901	1521803	5	2
761009	1522019	5	2
761213	1522427	2	5
761363	1522727	8	8
761399	1522799	8	8
761531	1523063	5	2
761543	1523087	8	8
761669	1523339	8	8
761993	1523987	8	8
762893	1525787	8	8
763043	1526087	5	2
763403	1526807	5	2
763523	1527047	8	8
763601	1527203	5	2
763649	1527299	8	8
763673	1527347	5	2
763901	1527803	8	8
763943	1527887	5	2
764051	1528103	5	2
764111	1528223	2	5
764321	1528643	5	2
764399	1528799	2	5
764903	1529807	2	5
765389	1530779	2	5
765749	1531499	2	5
766091	1532183	2	5
766163	1532327	2	5
766301	1532603	5	2
766313	1532627	8	8
766361	1532723	2	5
766541	1533083	2	5
766553	1533107	5	2
766721	1533443	2	5
766763	1533527	8	8
767051	1534103	8	8
767111	1534223	5	2
767489	1534979	5	2
767681	1535363	8	8
767729	1535459	2	5
767831	1535663	5	2
768041	1536083	8	8
768263	1536527	5	2
768329	1536659	8	8
768359	1536719	2	5
768419	1536839	8	8
768479	1536959	5	2
768503	1537007	2	5
768623	1537247	5	2
768923	1537847	8	8
768941	1537883	8	8
768983	1537967	5	2
769019	1538039	5	2
769259	1538519	2	5
769469	1538939	5	2
769673	1539347	2	5
769733	1539467	8	8
769739	1539479	5	2
769781	1539563	2	5
769943	1539887	2	5
770039	1540079	8	8
770111	1540223	8	8
770183	1540367	8	8
770309	1540619	8	8
770639	1541279	5	2
770909	1541819	5	2
770981	1541963	5	2
770993	1541987	8	8
771299	1542599	8	8
771503	1543007	5	2
771509	1543019	2	5
771629	1543259	5	2
772001	1544003	8	8
772181	1544363	8	8
772451	1544903	8	8
772493	1544987	5	2
772571	1545143	2	5
772619	1545239	5	2
772991	1545983	8	8
773231	1546463	5	2
773249	1546499	5	2
773273	1546547	2	5
773453	1546907	2	5
773603	1547207	8	8
773939	1547879	2	5
774071	1548143	8	8
774173	1548347	2	5
774491	1548983	5	2
774773	1549547	8	8
775121	1550243	5	2
775163	1550327	2	5
775193	1550387	5	2
775553	1551107	5	2
775601	1551203	8	8
775739	1551479	2	5
775811	1551623	2	5
775823	1551647	5	2
775949	1551899	5	2
776003	1552007	5	2
776183	1552367	5	2
776201	1552403	5	2
776753	1553507	8	8
776861	1553723	8	8
777041	1554083	8	8
777173	1554347	5	2
777191	1554383	5	2
777209	1554419	5	2
777389	1554779	5	2
777431	1554863	2	5
777671	1555343	8	8
777761	1555523	8	8
777839	1555679	5	2
777863	1555727	2	5
778163	1556327	5	2
778559	1557119	5	2
778643	1557287	8	8
778709	1557419	2	5
779039	1558079	8	8
779111	1558223	8	8
779489	1558979	8	8
779561	1559123	8	8
779591	1559183	2	5
779699	1559399	2	5
779879	1559759	2	5
779939	1559879	8	8
779981	1559963	5	2
780029	1560059	8	8
780119	1560239	8	8
780371	1560743	8	8
780683	1561367	5	2
780803	1561607	8	8
781043	1562087	5	2
781139	1562279	2	5
781211	1562423	2	5
781271	1562543	8	8
781283	1562567	2	5
781433	1562867	8	8
781523	1563047	8	8
781559	1563119	8	8
781619	1563239	5	2
781733	1563467	2	5
781799	1563599	5	2
781853	1563707	5	2
782003	1564007	2	5
782189	1564379	8	8
782339	1564679	5	2
782993	1565987	2	5
783089	1566179	8	8
783119	1566239	2	5
783131	1566263	5	2
783329	1566659	5	2
783413	1566827	8	8
783533	1567067	2	5
783743	1567487	5	2
783749	1567499	2	5
783803	1567607	2	5
784061	1568123	8	8
784103	1568207	5	2
784211	1568423	5	2
784229	1568459	5	2
784463	1568927	5	2
784799	1569599	8	8
784919	1569839	2	5
784961	1569923	8	8
785003	1570007	5	2
785033	1570067	8	8
785159	1570319	8	8
785303	1570607	8	8
785423	1570847	2	5
785483	1570967	8	8
785591	1571183	8	8
785693	1571387	2	5
785903	1571807	5	2
786179	1572359	2	5
786833	1573667	8	8
787079	1574159	2	5
787289	1574579	5	2
787469	1574939	5	2
787541	1575083	5	2
787823	1575647	8	8
787883	1575767	5	2
788351	1576703	5	2
788549	1577099	5	2
788789	1577579	2	5
788849	1577699	8	8
788993	1577987	8	8
788999	1577999	5	2
789149	1578299	2	5
789389	1578779	8	8
789419	1578839	2	5
789671	1579343	2	5
789683	1579367	5	2
789851	1579703	2	5
789941	1579883	2	5
790043	1580087	5	2
790169	1580339	5	2
790241	1580483	5	2
790379	1580759	8	8
790649	1581299	8	8
790739	1581479	8	8
790871	1581743	5	2
791009	1582019	8	8
791159	1582319	5	2
791291	1582583	2	5
791519	1583039	5	2
791933	1583867	5	2
792023	1584047	5	2
792041	1584083	5	2
792101	1584203	2	5
792371	1584743	2	5
792383	1584767	5	2
792413	1584827	8	8
792479	1584959	2	5
792563	1585127	5	2
792713	1585427	2	5
792881	1585763	8	8
792983	1585967	2	5
793841	1587683	5	2
793979	1587959	8	8
794009	1588019	2	5
794693	1589387	2	5
794831	1589663	5	2
795023	1590047	8	8
795101	1590203	5	2
795233	1590467	2	5
795551	1591103	5	2
795941	1591883	8	8
796091	1592183	5	2
796121	1592243	8	8
796193	1592387	8	8
796583	1593167	2	5
796619	1593239	2	5
796769	1593539	8	8
796871	1593743	2	5
797063	1594127	5	2
797201	1594403	8	8
797633	1595267	8	8
798023	1596047	2	5
798173	1596347	8	8
798191	1596383	8	8
798251	1596503	5	2
798263	1596527	8	8
798383	1596767	2	5
798533	1597067	8	8
798569	1597139	8	8
798911	1597823	8	8
799091	1598183	8	8
799223	1598447	5	2
799481	1598963	2	5
799523	1599047	8	8
799853	1599707	5	2
800171	1600343	8	8
800483	1600967	5	2
800573	1601147	5	2
800711	1601423	8	8
800729	1601459	8	8
801539	1603079	8	8
801569	1603139	2	5
801701	1603403	8	8
801959	1603919	5	2
802073	1604147	2	5
802121	1604243	5	2
802283	1604567	5	2
802523	1605047	2	5
802643	1605287	5	2
802649	1605299	2	5
802661	1605323	5	2
802709	1605419	8	8
802793	1605587	2	5
803189	1606379	2	5
803273	1606547	5	2
803483	1606967	8	8
803501	1607003	8	8
803591	1607183	8	8
803849	1607699	5	2
804113	1608227	8	8
804119	1608239	5	2
804161	1608323	2	5
804179	1608359	2	5
804239	1608479	8	8
804371	1608743	5	2
804521	1609043	2	5
804581	1609163	8	8
804761	1609523	8	8
804833	1609667	8	8
805061	1610123	2	5
805289	1610579	5	2
805313	1610627	2	5
805463	1610927	8	8
805853	1611707	2	5
806009	1612019	5	2
806111	1612223	8	8
806153	1612307	5	2
806159	1612319	2	5
806213	1612427	2	5
806363	1612727	8	8
806381	1612763	8	8
806549	1613099	5	2
806639	1613279	5	2
807011	1614023	8	8
807221	1614443	2	5
807473	1614947	2	5
807539	1615079	5	2
807749	1615499	8	8
807869	1615739	2	5
807923	1615847	2	5
808019	1616039	8	8
808343	1616687	8	8
808361	1616723	8	8
808481	1616963	2	5
808523	1617047	8	8
808721	1617443	8	8
808751	1617503	2	5
808961	1617923	5	2
809093	1618187	2	5
809309	1618619	2	5
809339	1618679	5	2
809579	1619159	2	5
809603	1619207	8	8
809801	1619603	8	8
809843	1619687	5	2
809993	1619987	2	5
810053	1620107	8	8
810269	1620539	8	8
810401	1620803	5	2
810443	1620887	2	5
810539	1621079	8	8
810581	1621163	5	2
810791	1621583	8	8
810809	1621619	8	8
810839	1621679	2	5
810989	1621979	8	8
811241	1622483	8	8
811493	1622987	8	8
811511	1623023	8	8
811523	1623047	2	5
811553	1623107	5	2
811649	1623299	2	5
811799	1623599	8	8
811931	1623863	5	2
812849	1625699	5	2
812921	1625843	5	2
812939	1625879	5	2
812963	1625927	2	5
813023	1626047	8	8
813041	1626083	8	8
813251	1626503	2	5
813401	1626803	8	8
813443	1626887	5	2
813503	1627007	2	5
813623	1627247	5	2
813863	1627727	2	5
813971	1627943	2	5
814031	1628063	8	8
814139	1628279	8	8
814193	1628387	8	8
814493	1628987	2	5
814559	1629119	5	2
814601	1629203	2	5
814799	1629599	2	5
814823	1629647	8	8
814883	1629767	5	2
814949	1629899	8	8
814991	1629983	5	2
815063	1630127	5	2
815123	1630247	2	5
815231	1630463	2	5
815273	1630547	8	8
815459	1630919	5	2
815471	1630943	8	8
815621	1631243	5	2
815681	1631363	2	5
815819	1631639	5	2
815891	1631783	5	2
815939	1631879	8	8
816113	1632227	2	5
816191	1632383	8	8
816239	1632479	2	5
816443	1632887	8	8
816521	1633043	5	2
816593	1633187	5	2
816779	1633559	2	5
816839	1633679	8	8
816911	1633823	8	8
817013	1634027	2	5
817049	1634099	2	5
817409	1634819	2	5
817913	1635827	2	5
818021	1636043	2	5
818171	1636343	8	8
818189	1636379	8	8
818231	1636463	5	2
818309	1636619	2	5
818393	1636787	5	2
818621	1637243	8	8
818819	1637639	8	8
818963	1637927	8	8
819029	1638059	2	5
819083	1638167	2	5
819173	1638347	2	5
819449	1638899	8	8
819473	1638947	5	2
819491	1638983	5	2
819509	1639019	5	2
819653	1639307	5	2
819911	1639823	2	5
820073	1640147	2	5
820133	1640267	8	8
820223	1640447	8	8
820331	1640663	8	8
820409	1640819	5	2
820679	1641359	5	2
820793	1641587	2	5
821039	1642079	5	2
821459	1642919	2	5
821519	1643039	8	8
821819	1643639	2	5
821993	1643987	5	2
822683	1645367	2	5
822743	1645487	8	8
822803	1645607	5	2
822821	1645643	5	2
822989	1645979	2	5
823271	1646543	5	2
823373	1646747	8	8
823451	1646903	5	2
823541	1647083	5	2
823703	1647407	5	2
823799	1647599	2	5
824189	1648379	5	2
824459	1648919	5	2
824501	1649003	2	5
824651	1649303	8	8
824753	1649507	2	5
825029	1650059	8	8
825131	1650263	2	5
825281	1650563	8	8
825329	1650659	2	5
825479	1650959	8	8
825491	1650983	2	5
825509	1651019	2	5
825689	1651379	2	5
825971	1651943	5	2
826019	1652039	8	8
826271	1652543	8	8
826313	1652627	5	2
826541	1653083	8	8
826583	1653167	5	2
826613	1653227	8	8
826673	1653347	5	2
826799	1653599	5	2
826811	1653623	8	8
826883	1653767	8	8
826979	1653959	5	2
827009	1654019	8	8
827063	1654127	8	8
827213	1654427	5	2
827369	1654739	8	8
827429	1654859	5	2
827549	1655099	8	8
827639	1655279	8	8
827741	1655483	2	5
827903	1655807	2	5
827969	1655939	5	2
828059	1656119	5	2
828101	1656203	2	5
828449	1656899	8	8
828731	1657463	2	5
829121	1658243	5	2
829193	1658387	5	2
829463	1658927	5	2
829721	1659443	2	5
829841	1659683	5	2
830003	1660007	5	2
830051	1660103	8	8
830099	1660199	2	5
830279	1660559	2	5
830363	1660727	5	2
830561	1661123	5	2
830579	1661159	5	2
831191	1662383	5	2
831431	1662863	2	5
831731	1663463	5	2
831851	1663703	8	8
831881	1663763	2	5
831983	1663967	5	2
832451	1664903	5	2
832493	1664987	2	5
832631	1665263	5	2
832763	1665527	2	5
832883	1665767	5	2
832913	1665827	8	8
833009	1666019	5	2
833201	1666403	8	8
833309	1666619	8	8
833363	1666727	8	8
833711	1667423	5	2
833873	1667747	5	2
833933	1667867	2	5
834059	1668119	2	5
834149	1668299	2	5
834269	1668539	5	2
834341	1668683	5	2
834611	1669223	5	2
834629	1669259	5	2
834941	1669883	2	5
835001	1670003	8	8
835319	1670639	2	5
835391	1670783	2	5
835673	1671347	5	2
835721	1671443	8	8
835973	1671947	8	8
836189	1672379	8	8
836243	1672487	8	8
836861	1673723	5	2
836873	1673747	8	8
836879	1673759	5	2
837293	1674587	5	2
837503	1675007	8	8
837731	1675463	2	5
837923	1675847	5	2
837929	1675859	2	5
838133	1676267	8	8
838391	1676783	5	2
838583	1677167	8	8
838769	1677539	5	2
838853	1677707	8	8
838889	1677779	8	8
838949	1677899	5	2
839369	1678739	2	5
839441	1678883	2	5
839633	1679267	5	2
839801	1679603	2	5
839903	1679807	5	2
839981	1679963	2	5
840083	1680167	5	2
840179	1680359	2	5
840491	1680983	8	8
840839	1681679	5	2
841079	1682159	2	5
841103	1682207	8	8
841283	1682567	8	8
841751	1683503	8	8
841859	1683719	8	8
841889	1683779	2	5
842063	1684127	5	2
842111	1684223	8	8
842141	1684283	2	5
842339	1684679	2	5
842351	1684703	5	2
842489	1684979	8	8
842519	1685039	2	5
842729	1685459	5	2
842771	1685543	2	5
842813	1685627	8	8
842879	1685759	2	5
842981	1685963	5	2
843371	1686743	8	8
843779	1687559	2	5
843833	1687667	2	5
843911	1687823	8	8
844061	1688123	5	2
844121	1688243	2	5
844139	1688279	2	5
844163	1688327	8	8
844289	1688579	8	8
844463	1688927	2	5
844631	1689263	8	8
844643	1689287	2	5
845021	1690043	2	5
845363	1690727	2	5
845441	1690883	8	8
845753	1691507	5	2
845879	1691759	5	2
845921	1691843	2	5
845969	1691939	5	2
846341	1692683	8	8
847079	1694159	8	8
847103	1694207	5	2
847163	1694327	2	5
847361	1694723	2	5
847673	1695347	8	8
847919	1695839	2	5
847949	1695899	5	2
848273	1696547	5	2
848429	1696859	8	8
848489	1696979	5	2
848531	1697063	2	5
848579	1697159	5	2
848933	1697867	8	8
848993	1697987	5	2
849083	1698167	5	2
849533	1699067	5	2
849773	1699547	2	5
849833	1699667	8	8
849839	1699679	5	2
849869	1699739	8	8
850043	1700087	2	5
850049	1700099	8	8
850133	1700267	2	5
850211	1700423	8	8
850301	1700603	8	8
850403	1700807	2	5
850529	1701059	2	5
850631	1701263	5	2
850823	1701647	8	8
851159	1702319	2	5
851261	1702523	5	2
851321	1702643	2	5
851633	1703267	8	8
851723	1703447	8	8
851813	1703627	8	8
851843	1703687	2	5
851891	1703783	5	2
852011	1704023	8	8
852101	1704203	8	8
852149	1704299	2	5
852563	1705127	2	5
852569	1705139	8	8
852623	1705247	8	8
852833	1705667	2	5
853031	1706063	2	5
853241	1706483	5	2
853283	1706567	2	5
853733	1707467	2	5
853823	1707647	2	5
853889	1707779	5	2
853949	1707899	2	5
854033	1708067	5	2
854039	1708079	2	5
854123	1708247	5	2
854141	1708283	5	2
854303	1708607	5	2
854351	1708703	8	8
854621	1709243	8	8
854849	1709699	2	5
854999	1709999	8	8
855089	1710179	8	8
855131	1710263	5	2
855143	1710287	8	8
855191	1710383	2	5
855203	1710407	5	2
855269	1710539	8	8
855461	1710923	2	5
855521	1711043	8	8
855581	1711163	5	2
855713	1711427	2	5
855821	1711643	2	5
855983	1711967	2	5
855989	1711979	8	8
856133	1712267	8	8
856169	1712339	8	8
856799	1713599	8	8
856841	1713683	5	2
857201	1714403	5	2
857249	1714499	8	8
857273	1714547	5	2
857333	1714667	2	5
857459	1714919	2	5
857903	1715807	5	2
857963	1715927	2	5
858029	1716059	5	2
858101	1716203	5	2
858311	1716623	8	8
858503	1717007	2	5
859109	1718219	5	2
859223	1718447	2	5
859361	1718723	5	2
859373	1718747	8	8
859433	1718867	5	2
859601	1719203	2	5
859619	1719239	2	5
859679	1719359	8	8
859823	1719647	8	8
859973	1719947	5	2
860309	1720619	8	8
860351	1720703	5	2
860393	1720787	2	5
860399	1720799	8	8
860423	1720847	5	2
860501	1721003	2	5
860663	1721327	2	5
860753	1721507	2	5
860789	1721579	2	5
860819	1721639	5	2
861221	1722443	2	5
861293	1722587	2	5
861299	1722599	8	8
861491	1722983	2	5
861743	1723487	2	5
861761	1723523	2	5
862013	1724027	2	5
862181	1724363	8	8
862241	1724483	5	2
862289	1724579	8	8
862331	1724663	5	2
862409	1724819	2	5
862541	1725083	8	8
862769	1725539	2	5
862973	1725947	8	8
863393	1726787	5	2
863909	1727819	8	8
864491	1728983	5	2
864551	1729103	2	5
864641	1729283	2	5
864911	1729823	2	5
865043	1730087	8	8
865103	1730207	5	2
865253	1730507	2	5
865499	1730999	5	2
865643	1731287	5	2
865769	1731539	5	2
865829	1731659	2	5
866231	1732463	8	8
866399	1732799	5	2
866639	1733279	2	5
866759	1733519	5	2
866819	1733639	2	5
867011	1734023	5	2
867413	1734827	2	5
867959	1735919	8	8
868151	1736303	2	5
868229	1736459	8	8
868379	1736759	5	2
868529	1737059	2	5
868739	1737479	5	2
868799	1737599	2	5
868943	1737887	2	5
869021	1738043	8	8
869153	1738307	5	2
869369	1738739	5	2
869399	1738799	8	8
869471	1738943	8	8
870059	1740119	2	5
870773	1741547	5	2
871289	1742579	8	8
871571	1743143	2	5
871589	1743179	2	5
871679	1743359	2	5
871763	1743527	5	2
871901	1743803	8	8
872429	1744859	5	2
872843	1745687	5	2
873083	1746167	2	5
873209	1746419	2	5
873293	1746587	5	2
873461	1746923	2	5
873539	1747079	8	8
873863	1747727	8	8
873989	1747979	8	8
874001	1748003	2	5
874229	1748459	5	2
874619	1749239	8	8
874721	1749443	2	5
874823	1749647	5	2
874889	1749779	8	8
875141	1750283	8	8
875261	1750523	2	5
875519	1751039	8	8
875663	1751327	8	8
875783	1751567	2	5
876131	1752263	8	8
876203	1752407	8	8
876233	1752467	2	5
876329	1752659	8	8
876569	1753139	5	2
876719	1753439	2	5
876971	1753943	2	5
877073	1754147	5	2
877223	1754447	2	5
877469	1754939	5	2
877853	1755707	2	5
878099	1756199	5	2
878159	1756319	2	5
878411	1756823	2	5
878681	1757363	2	5
878831	1757663	8	8
879089	1758179	5	2
879143	1758287	5	2
879269	1758539	5	2
879449	1758899	5	2
879689	1759379	2	5
879713	1759427	8	8
879821	1759643	8	8
879881	1759763	5	2
880133	1760267	5	2
880283	1760567	2	5
880349	1760699	5	2
880361	1760723	8	8
880553	1761107	2	5
880703	1761407	8	8
880751	1761503	2	5
881249	1762499	5	2
881711	1763423	8	8
881729	1763459	8	8
881813	1763627	2	5
882239	1764479	5	2
882389	1764779	2	5
882449	1764899	8	8
882593	1765187	8	8
882701	1765403	8	8
882779	1765559	5	2
882851	1765703	5	2
883049	1766099	5	2
883061	1766123	8	8
883121	1766243	5	2
883163	1766327	2	5
883229	1766459	5	2
883331	1766663	8	8
883451	1766903	2	5
883691	1767383	8	8
883703	1767407	2	5
883973	1767947	2	5
883979	1767959	8	8
884111	1768223	5	2
884171	1768343	2	5
884183	1768367	5	2
884309	1768619	5	2
884363	1768727	5	2
884483	1768967	8	8
884699	1769399	8	8
884813	1769627	5	2
885359	1770719	2	5
885551	1771103	5	2
885611	1771223	2	5
885803	1771607	5	2
885893	1771787	5	2
886043	1772087	2	5
886163	1772327	5	2
886199	1772399	5	2
886241	1772483	2	5
886433	1772867	5	2
886493	1772987	2	5
886793	1773587	5	2
886859	1773719	8	8
887069	1774139	2	5
887261	1774523	5	2
887291	1774583	8	8
887333	1774667	5	2
887693	1775387	5	2
887921	1775843	8	8
888011	1776023	8	8
888059	1776119	2	5
888161	1776323	5	2
888389	1776779	8	8
888533	1777067	8	8
888623	1777247	8	8
888689	1777379	2	5
888773	1777547	5	2
889001	1778003	8	8
889139	1778279	2	5
889211	1778423	2	5
889373	1778747	2	5
889439	1778879	5	2
889481	1778963	2	5
889673	1779347	5	2
890003	1780007	2	5
890063	1780127	8	8
890231	1780463	5	2
890303	1780607	5	2
890531	1781063	8	8
890969	1781939	5	2
891101	1782203	2	5
891251	1782503	8	8
891323	1782647	8	8
891521	1783043	8	8
891659	1783319	2	5
891749	1783499	2	5
891809	1783619	8	8
891899	1783799	8	8
892481	1784963	5	2
892709	1785419	8	8
892841	1785683	5	2
892901	1785803	2	5
892973	1785947	2	5
893111	1786223	5	2
893219	1786439	5	2
893339	1786679	8	8
893363	1786727	5	2
893489	1786979	5	2
893723	1787447	5	2
894011	1788023	5	2
894119	1788239	5	2
894221	1788443	8	8
894329	1788659	8	8
894431	1788863	2	5
894581	1789163	8	8
894611	1789223	2	5
894713	1789427	5	2
894749	1789499	5	2
894779	1789559	8	8
894791	1789583	2	5
894893	1789787	5	2
895151	1790303	2	5
895241	1790483	2	5
895253	1790507	5	2
895469	1790939	5	2
895703	1791407	5	2
895799	1791599	2	5
895841	1791683	8	8
896069	1792139	2	5
896123	1792247	2	5
896561	1793123	8	8
896573	1793147	2	5
896921	1793843	8	8
896963	1793927	5	2
897101	1794203	8	8
897119	1794239	8	8
897269	1794539	5	2
897329	1794659	2	5
897359	1794719	5	2
897779	1795559	2	5
897881	1795763	5	2
897983	1795967	8	8
898091	1796183	8	8
898109	1796219	8	8
898181	1796363	8	8
898259	1796519	5	2
898283	1796567	2	5
898409	1796819	2	5
898421	1796843	5	2
898493	1796987	5	2
898613	1797227	8	8
898769	1797539	2	5
898889	1797779	5	2
899183	1798367	2	5
899309	1798619	2	5
899711	1799423	8	8
899891	1799783	8	8
900089	1800179	8	8
900593	1801187	8	8
900701	1801403	8	8
900863	1801727	8	8
901133	1802267	8	8
901529	1803059	8	8
901613	1803227	2	5
901709	1803419	8	8
901781	1803563	8	8
901931	1803863	5	2
901973	1803947	2	5
902039	1804079	5	2
902201	1804403	5	2
902501	1805003	8	8
902789	1805579	8	8
902873	1805747	2	5
902981	1805963	2	5
903029	1806059	5	2
903251	1806503	2	5
903443	1806887	5	2
903449	1806899	2	5
903803	1807607	5	2
904019	1808039	5	2
904103	1808207	8	8
904121	1808243	8	8
904283	1808567	8	8
904643	1809287	8	8
904661	1809323	8	8
904769	1809539	8	8
905123	1810247	2	5
905693	1811387	5	2
905759	1811519	8	8
905783	1811567	5	2
905909	1811819	5	2
905951	1811903	2	5
906029	1812059	8	8
906179	1812359	5	2
906263	1812527	8	8
906473	1812947	2	5
906749	1813499	8	8
906869	1813739	2	5
907019	1814039	8	8
907139	1814279	2	5
907169	1814339	5	2
907229	1814459	2	5
907589	1815179	2	5
907691	1815383	5	2
907733	1815467	2	5
907793	1815587	8	8
908003	1816007	2	5
908321	1816643	5	2
908489	1816979	2	5
908543	1817087	2	5
908549	1817099	8	8
908723	1817447	2	5
908993	1817987	2	5
909173	1818347	2	5
909203	1818407	5	2
909371	1818743	2	5
909521	1819043	8	8
909743	1819487	5	2
909761	1819523	5	2
909791	1819583	8	8
909833	1819667	5	2
910139	1820279	5	2
910421	1820843	8	8
910583	1821167	8	8
910631	1821263	2	5
910853	1821707	8	8
911129	1822259	5	2
911159	1822319	8	8
911219	1822439	5	2
911231	1822463	8	8
911453	1822907	5	2
911549	1823099	2	5
911723	1823447	5	2
911783	1823567	2	5
911831	1823663	5	2
911951	1823903	8	8
912083	1824167	5	2
912239	1824479	8	8
912269	1824539	2	5
912413	1824827	2	5
912539	1825079	2	5
912581	1825163	8	8
912839	1825679	5	2
912869	1825739	8	8
912941	1825883	8	8
913103	1826207	8	8
913259	1826519	2	5
913589	1827179	8	8
913739	1827479	5	2
913889	1827779	2	5
914219	1828439	8	8
914351	1828703	5	2
914363	1828727	8	8
914513	1829027	5	2
914789	1829579	2	5
914873	1829747	5	2
914981	1829963	5	2
915041	1830083	2	5
915143	1830287	5	2
915221	1830443	2	5
915311	1830623	2	5
915539	1831079	5	2
915839	1831679	8	8
915851	1831703	2	5
916031	1832063	2	5
916049	1832099	2	5
916061	1832123	5	2
916073	1832147	8	8
916109	1832219	8	8
916463	1832927	2	5
916511	1833023	5	2
916931	1833863	2	5
916973	1833947	8	8
917153	1834307	8	8
917219	1834439	2	5
917333	1834667	8	8
917363	1834727	2	5
917459	1834919	8	8
917513	1835027	8	8
918143	1836287	8	8
918149	1836299	5	2
918563	1837127	5	2
918959	1837919	5	2
918971	1837943	8	8
919031	1838063	5	2
919409	1838819	5	2
919421	1838843	8	8
919679	1839359	5	2
919823	1839647	5	2
919871	1839743	8	8
919883	1839767	2	5
920021	1840043	5	2
920519	1841039	8	8
